Player,Matches Played,Avg Runs per Match,Strike Rate,Batting Position,Opponent Team,Venue,Previous Match Runs,Form (Last 5 Innings Avg.),Predicted Runs
Harpreet Singh,179,53.44,138.25,3,PBKS,Wankhede,20,25.1,43
Rohit Sharma,253,38.01,138.79,3,RR,M. A. Chidambaram,101,79.48,62
Rilee Rossouw,55,30.76,156.17,1,LSG,Chinnaswamy,93,33.0,23
Pat Cummins,111,44.87,113.87,2,GT,Arun Jaitley,108,81.14,59
KL Rahul,97,39.92,172.61,3,SRH,Narendra Modi,74,62.32,56
Tilak Varma,228,31.63,145.02,1,DC,DY Patil,112,53.47,49
Rahul Tripathi,212,34.93,121.24,1,RCB,Arun Jaitley,87,36.29,30
Shivam Dube,42,41.55,100.7,1,DC,DY Patil,64,30.61,40
Matthew Wade,256,51.79,145.88,4,DC,Chinnaswamy,58,41.19,45
Shikhar Dhawan,154,24.38,176.23,5,RCB,Chinnaswamy,104,68.63,52
MS Dhoni,77,30.51,179.1,5,GT,M. A. Chidambaram,68,28.07,21
Rilee Rossouw,206,48.24,152.89,5,DC,Chinnaswamy,25,17.27,25
Prithvi Shaw,260,46.99,160.76,7,MI,Chinnaswamy,23,65.87,49
Liam Livingstone,62,51.48,110.08,3,RR,Arun Jaitley,14,79.55,64
Rilee Rossouw,166,54.11,175.53,3,KKR,Arun Jaitley,67,52.41,48
KS Bharat,21,32.19,151.26,4,MI,Chinnaswamy,105,66.51,39
Yashasvi Jaiswal,60,54.99,136.39,4,PBKS,DY Patil,21,72.0,62
Will Jacks,234,47.72,124.25,6,GT,Wankhede,81,89.19,65
Shreyas Iyer,147,28.3,144.34,6,RCB,DY Patil,35,21.15,37
Ben Stokes,146,28.22,161.33,1,CSK,Arun Jaitley,106,88.59,63
Kane Williamson,112,41.75,142.42,3,MI,Wankhede,68,66.03,54
Riyan Parag,143,21.34,111.24,7,KKR,Wankhede,33,61.21,37
Shimron Hetmyer,39,25.38,125.8,2,RCB,Chinnaswamy,58,39.04,34
Harpreet Singh,195,43.3,105.95,7,DC,Wankhede,9,74.68,73
Ben Stokes,175,24.09,146.28,6,DC,Narendra Modi,19,57.61,43
Axar Patel,231,22.64,117.44,3,KKR,M. A. Chidambaram,111,52.75,39
Venkatesh Iyer,265,36.49,113.73,5,MI,M. A. Chidambaram,115,65.3,42
Travis Head,104,54.04,161.96,4,PBKS,Wankhede,47,72.27,72
Dawid Malan,137,22.05,169.43,5,LSG,Wankhede,12,65.37,41
Mayank Agarwal,235,46.18,161.27,7,CSK,Wankhede,46,58.83,68
Kane Williamson,65,28.17,170.89,2,RCB,Narendra Modi,101,70.77,52
Marcus Stoinis,215,34.12,167.45,1,CSK,M. A. Chidambaram,15,53.15,37
Virat Kohli,117,35.09,113.02,3,RCB,DY Patil,71,84.85,72
Josh Inglis,256,51.04,165.35,7,SRH,M. A. Chidambaram,57,34.59,44
Will Jacks,51,50.28,141.73,5,DC,DY Patil,89,78.78,70
Quinton de Kock,98,44.88,159.65,2,PBKS,M. A. Chidambaram,71,45.07,40
Ishan Kishan,34,47.38,129.6,2,KKR,Wankhede,69,18.06,23
Sam Curran,213,25.97,130.64,5,RR,DY Patil,52,82.33,47
Suryakumar Yadav,267,33.27,146.25,4,LSG,Arun Jaitley,23,72.33,64
Faf du Plessis,257,53.86,170.81,3,KKR,Chinnaswamy,72,70.85,66
Jitesh Sharma,104,39.49,168.75,4,DC,Narendra Modi,47,29.49,39
Sanju Samson,37,26.54,168.55,1,KKR,Narendra Modi,33,17.13,30
Jitesh Sharma,220,52.69,148.66,3,RCB,DY Patil,94,26.19,40
Jitesh Sharma,152,36.6,150.54,2,RCB,Chinnaswamy,115,12.43,25
Rahul Tripathi,162,39.03,122.93,3,PBKS,Wankhede,84,65.12,47
Ravindra Jadeja,59,33.99,125.86,2,GT,Chinnaswamy,7,85.32,51
Deepak Hooda,149,44.9,160.02,7,DC,Narendra Modi,31,68.3,54
Rohit Sharma,53,27.76,156.86,1,DC,Eden Gardens,88,81.55,64
Dawid Malan,11,42.0,162.56,2,RR,Narendra Modi,23,81.04,62
Matthew Wade,249,26.94,146.65,4,SRH,Chinnaswamy,13,58.8,56
Matthew Wade,108,28.41,153.31,6,MI,M. A. Chidambaram,101,71.32,49
Ravindra Jadeja,52,50.74,163.32,4,SRH,Chinnaswamy,27,85.04,64
Harpreet Singh,28,33.36,152.8,2,CSK,DY Patil,91,71.64,46
Rahul Tripathi,120,46.31,101.93,6,MI,Arun Jaitley,11,74.81,54
Glenn Maxwell,122,27.67,177.23,2,GT,Arun Jaitley,90,67.61,38
Devon Conway,274,38.11,116.57,1,CSK,M. A. Chidambaram,2,87.7,66
Sai Sudharsan,127,26.87,162.29,1,RCB,M. A. Chidambaram,120,73.62,61
Sam Curran,114,46.94,111.62,4,KKR,DY Patil,90,19.28,33
Ben Stokes,167,32.63,165.53,5,CSK,Wankhede,117,21.25,29
Shreyas Iyer,211,30.96,126.26,7,CSK,DY Patil,23,50.1,42
Chetan Sakariya,58,26.16,117.47,1,MI,DY Patil,67,19.9,36
Ajinkya Rahane,279,48.59,137.79,2,MI,Chinnaswamy,88,81.31,68
KS Bharat,81,45.96,164.66,6,GT,DY Patil,78,56.96,64
Sanju Samson,92,41.72,139.54,1,MI,Narendra Modi,5,83.79,69
Shubman Gill,188,44.15,169.94,1,PBKS,Narendra Modi,1,15.62,23
KL Rahul,207,47.51,155.88,1,MI,Eden Gardens,71,81.07,75
Riyan Parag,139,23.51,105.32,5,CSK,DY Patil,64,37.5,46
Noor Ahmad,179,54.12,173.27,4,PBKS,Eden Gardens,82,61.32,53
Rilee Rossouw,10,20.38,126.68,2,CSK,M. A. Chidambaram,25,34.78,24
Harpreet Singh,89,34.52,107.24,5,RCB,Narendra Modi,52,28.94,27
Hardik Pandya,162,36.62,165.95,5,KKR,M. A. Chidambaram,58,47.99,43
David Warner,70,49.77,124.79,7,RCB,DY Patil,94,39.47,60
Devdutt Padikkal,109,38.09,172.95,5,RCB,Eden Gardens,107,10.31,25
Riyan Parag,94,30.88,107.6,2,MI,Narendra Modi,14,67.69,52
Rilee Rossouw,256,20.44,168.99,6,MI,Chinnaswamy,56,48.54,39
Jonny Bairstow,102,21.28,110.65,7,DC,Narendra Modi,102,58.88,44
Mayank Agarwal,144,54.64,102.67,3,GT,Narendra Modi,17,70.74,73
Glenn Maxwell,19,38.78,149.52,1,DC,Arun Jaitley,0,31.35,46
Ruturaj Gaikwad,174,44.39,159.48,6,KKR,Narendra Modi,94,25.3,46
Ishan Kishan,216,47.12,122.59,5,SRH,M. A. Chidambaram,20,79.58,56
Josh Inglis,75,27.12,142.69,6,GT,Wankhede,18,63.13,46
Abhishek Sharma,87,45.49,151.53,3,MI,DY Patil,55,10.97,23
Rohit Sharma,237,32.18,147.57,6,PBKS,Eden Gardens,17,57.21,36
MS Dhoni,63,51.91,174.95,2,CSK,Eden Gardens,94,21.01,43
Will Jacks,263,25.08,117.85,4,PBKS,Arun Jaitley,58,62.54,39
Tim David,191,36.38,163.98,5,RCB,M. A. Chidambaram,7,84.12,70
Krunal Pandya,25,20.21,136.38,6,PBKS,DY Patil,26,55.8,39
Krunal Pandya,105,49.73,179.4,7,DC,Arun Jaitley,26,35.75,47
Ishan Kishan,98,23.87,123.03,1,CSK,Arun Jaitley,80,57.12,30
Faf du Plessis,62,50.65,129.02,4,RR,Arun Jaitley,91,12.83,26
Washington Sundar,31,21.62,164.51,1,RCB,Eden Gardens,34,60.27,36
Nitish Rana,32,28.17,179.94,6,RCB,Arun Jaitley,55,26.66,27
Faf du Plessis,206,50.14,176.7,7,RR,M. A. Chidambaram,23,67.03,68
Rinku Singh,116,31.85,153.28,5,DC,M. A. Chidambaram,119,75.85,52
Deepak Hooda,174,24.38,112.75,4,LSG,DY Patil,24,57.6,38
Shubman Gill,111,21.66,124.88,7,MI,Wankhede,4,37.04,43
Venkatesh Iyer,194,22.03,134.22,3,MI,Eden Gardens,38,33.49,24
Hardik Pandya,259,39.01,169.24,6,KKR,DY Patil,82,16.66,27
Jonny Bairstow,62,37.09,150.74,4,CSK,Narendra Modi,87,68.81,67
Manish Pandey,76,43.11,157.46,7,DC,Chinnaswamy,46,76.78,68
Venkatesh Iyer,219,46.46,159.26,1,CSK,M. A. Chidambaram,38,52.8,54
Jonny Bairstow,234,34.44,161.64,1,KKR,M. A. Chidambaram,66,73.1,65
Abhishek Sharma,148,54.94,174.84,3,RCB,Eden Gardens,81,56.56,59
Marcus Stoinis,282,21.9,174.15,1,CSK,M. A. Chidambaram,29,59.6,44
Liam Livingstone,245,48.3,114.62,1,RCB,Narendra Modi,116,60.11,61
Kane Williamson,55,48.2,156.85,3,RCB,Eden Gardens,24,68.66,68
Devdutt Padikkal,112,38.31,138.75,2,KKR,Arun Jaitley,48,13.87,19
Ravindra Jadeja,79,28.87,176.2,1,KKR,Chinnaswamy,86,26.34,25
Sarfaraz Khan,215,24.86,140.31,2,MI,Wankhede,120,75.68,43
Rilee Rossouw,132,47.24,110.37,2,PBKS,Eden Gardens,4,45.27,51
Shreyas Iyer,234,31.27,131.92,5,GT,Wankhede,44,71.61,61
Suryakumar Yadav,106,35.01,156.88,7,MI,Eden Gardens,80,58.82,54
Axar Patel,266,51.39,144.02,4,KKR,Eden Gardens,35,24.92,45
Quinton de Kock,30,25.6,139.55,4,LSG,DY Patil,74,77.92,54
Pat Cummins,82,31.69,112.4,3,RCB,Eden Gardens,55,82.41,54
Tim David,164,35.32,179.48,5,CSK,Narendra Modi,27,77.24,48
Cameron Green,158,44.04,173.72,4,KKR,M. A. Chidambaram,69,12.93,35
Matthew Wade,78,43.41,121.35,1,SRH,Narendra Modi,106,82.64,67
Pat Cummins,238,49.68,107.18,5,LSG,Narendra Modi,62,37.76,58
Cameron Green,197,50.88,112.01,7,KKR,Chinnaswamy,47,63.21,56
Nicholas Pooran,268,34.48,153.88,6,MI,Arun Jaitley,85,34.24,33
Ajinkya Rahane,218,39.83,149.7,7,LSG,Arun Jaitley,24,36.86,52
Suyash Sharma,207,24.72,175.42,7,RCB,Narendra Modi,74,83.15,47
KL Rahul,235,43.7,175.06,2,CSK,Arun Jaitley,85,33.22,33
Moeen Ali,295,53.17,122.79,4,LSG,Chinnaswamy,99,88.12,71
Heinrich Klaasen,97,47.61,106.45,5,LSG,Chinnaswamy,80,71.4,70
Abhishek Sharma,205,26.9,149.37,7,GT,Narendra Modi,5,23.29,20
Riyan Parag,266,34.21,105.97,2,KKR,Chinnaswamy,87,19.89,33
Travis Head,187,50.01,148.75,2,DC,Eden Gardens,99,45.92,43
Sanju Samson,168,47.76,101.48,7,RCB,DY Patil,95,64.16,47
Dawid Malan,13,43.94,165.14,6,PBKS,Arun Jaitley,46,48.04,46
Venkatesh Iyer,166,50.68,171.85,7,RCB,Narendra Modi,66,36.39,46
Kane Williamson,191,27.03,113.12,4,DC,M. A. Chidambaram,3,74.03,43
Hardik Pandya,160,39.4,102.95,5,LSG,Arun Jaitley,119,24.62,40
Matthew Wade,199,30.25,131.64,1,RR,M. A. Chidambaram,96,86.65,52
Shikhar Dhawan,19,54.05,149.2,2,SRH,Wankhede,7,72.13,66
Ravindra Jadeja,294,21.4,143.07,2,SRH,DY Patil,98,31.05,27
Quinton de Kock,30,33.78,106.05,6,LSG,Arun Jaitley,60,77.64,59
Rinku Singh,289,33.99,103.27,7,KKR,DY Patil,10,65.02,64
Marcus Stoinis,297,41.61,148.3,1,CSK,Wankhede,109,11.37,41
Devon Conway,138,22.46,127.37,2,RR,M. A. Chidambaram,77,30.99,42
MS Dhoni,22,39.83,103.76,4,PBKS,M. A. Chidambaram,36,46.32,54
Quinton de Kock,251,45.82,103.75,6,CSK,M. A. Chidambaram,47,68.88,56
Yashasvi Jaiswal,297,40.66,160.96,6,KKR,Chinnaswamy,4,20.3,27
Cameron Green,192,27.21,161.07,1,RR,DY Patil,112,79.73,60
Yashasvi Jaiswal,270,32.51,139.05,4,PBKS,Eden Gardens,31,27.44,22
Travis Head,147,26.51,119.36,7,GT,Wankhede,98,11.78,30
Virat Kohli,71,20.7,154.01,3,CSK,M. A. Chidambaram,18,79.8,60
Moeen Ali,212,37.55,178.83,6,RCB,DY Patil,78,28.94,27
Manish Pandey,237,34.23,157.03,2,RR,Narendra Modi,4,42.02,47
Matthew Wade,285,25.87,164.29,2,MI,Wankhede,8,71.68,62
KL Rahul,139,41.95,178.92,4,RR,DY Patil,58,66.75,54
Moeen Ali,236,51.42,149.27,5,SRH,M. A. Chidambaram,75,54.97,47
Dinesh Karthik,215,33.13,133.64,3,KKR,DY Patil,12,10.62,22
Deepak Hooda,280,38.6,145.79,5,LSG,Wankhede,118,59.94,54
Manish Pandey,17,38.99,130.67,1,DC,Arun Jaitley,63,68.83,68
Krunal Pandya,238,21.4,164.9,2,MI,Eden Gardens,110,27.16,30
Dinesh Karthik,293,33.83,143.31,5,KKR,Chinnaswamy,52,46.04,34
Noor Ahmad,228,30.92,132.09,2,GT,Wankhede,74,38.49,41
Rilee Rossouw,122,20.45,158.2,6,DC,Wankhede,64,81.95,45
Sai Sudharsan,133,53.93,145.84,1,RCB,Narendra Modi,39,71.24,77
Virat Kohli,105,28.26,178.17,5,CSK,Wankhede,112,79.06,46
Axar Patel,32,39.73,150.6,7,PBKS,Arun Jaitley,50,31.75,41
Rinku Singh,82,38.84,135.32,3,MI,M. A. Chidambaram,49,30.27,49
Jos Buttler,130,44.11,162.27,5,PBKS,Narendra Modi,22,86.15,57
Rinku Singh,62,48.32,118.07,5,RR,M. A. Chidambaram,63,14.32,39
Nitish Rana,160,31.13,135.35,4,SRH,Narendra Modi,63,13.41,35
Kane Williamson,245,47.86,116.75,7,DC,Arun Jaitley,91,36.89,57
Andre Russell,211,43.44,142.29,2,GT,Narendra Modi,21,36.8,51
Shivam Dube,120,23.84,137.32,1,GT,M. A. Chidambaram,33,22.75,14
Tim David,218,29.76,106.12,2,PBKS,Eden Gardens,48,20.81,35
Sarfaraz Khan,152,32.52,127.14,5,MI,Narendra Modi,48,86.08,59
Mayank Agarwal,74,26.75,155.95,2,RCB,Arun Jaitley,96,15.03,25
Tilak Varma,15,52.19,103.48,2,GT,Narendra Modi,6,76.03,76
Suyash Sharma,244,40.38,101.29,3,LSG,Arun Jaitley,23,85.44,60
Ajinkya Rahane,265,52.99,143.7,7,DC,DY Patil,12,89.7,77
Ruturaj Gaikwad,185,42.29,121.13,5,RR,Narendra Modi,3,38.57,30
Sai Sudharsan,22,24.37,114.35,6,KKR,Narendra Modi,86,10.53,8
Washington Sundar,242,35.0,119.86,3,MI,Chinnaswamy,14,47.15,33
Krunal Pandya,237,33.61,167.5,4,RCB,Arun Jaitley,83,54.02,46
Jitesh Sharma,194,39.28,139.95,1,LSG,Eden Gardens,105,48.31,59
Abhishek Sharma,169,27.03,153.34,7,PBKS,Arun Jaitley,3,81.5,52
Devon Conway,37,25.21,151.12,6,CSK,M. A. Chidambaram,38,47.1,38
Shimron Hetmyer,150,38.88,154.44,7,SRH,Arun Jaitley,108,19.81,20
Mayank Agarwal,246,48.1,158.58,2,SRH,Eden Gardens,41,23.53,30
Tim David,271,33.08,141.82,3,MI,Wankhede,76,11.24,22
KS Bharat,76,24.17,104.33,1,MI,Chinnaswamy,108,85.18,69
David Miller,206,53.11,173.55,3,CSK,Eden Gardens,65,17.6,33
Suyash Sharma,224,37.6,133.32,3,MI,DY Patil,82,40.75,31
Liam Livingstone,82,45.53,117.61,1,GT,Chinnaswamy,50,71.31,67
Cameron Green,49,27.31,172.46,2,RR,Chinnaswamy,72,31.81,40
Suyash Sharma,40,36.3,147.58,7,LSG,DY Patil,4,76.16,69
Jitesh Sharma,212,50.16,139.12,1,MI,DY Patil,11,29.94,54
Washington Sundar,181,38.05,150.32,4,DC,Arun Jaitley,110,37.03,49
Ben Stokes,136,35.67,119.28,3,LSG,Narendra Modi,73,18.04,28
Jason Roy,79,46.99,118.02,4,MI,Chinnaswamy,71,81.37,75
Sam Curran,44,36.87,174.56,6,RR,Eden Gardens,7,25.53,43
Rilee Rossouw,251,47.8,100.4,4,RCB,Wankhede,20,32.79,42
Devon Conway,206,52.97,140.37,4,RR,DY Patil,102,38.91,39
Rilee Rossouw,274,49.01,156.3,2,KKR,Narendra Modi,62,57.77,56
Harpreet Singh,111,26.6,158.6,4,PBKS,Chinnaswamy,24,82.02,66
Heinrich Klaasen,204,45.41,136.9,5,RR,M. A. Chidambaram,104,49.56,61
Josh Inglis,294,21.65,116.73,4,RCB,Chinnaswamy,29,35.66,42
Harpreet Singh,30,24.47,130.18,5,SRH,Eden Gardens,87,30.64,32
Matthew Wade,50,41.68,152.1,1,DC,Arun Jaitley,41,25.7,25
Sanju Samson,145,53.2,161.9,3,GT,Narendra Modi,8,50.23,64
Moeen Ali,76,50.47,150.65,5,KKR,DY Patil,32,50.45,60
Nitish Rana,30,33.35,119.16,5,KKR,M. A. Chidambaram,68,40.62,28
Krunal Pandya,287,22.52,124.44,2,PBKS,Narendra Modi,65,25.1,18
Jos Buttler,253,52.32,103.54,2,RCB,Wankhede,100,67.67,68
David Miller,200,20.53,136.28,7,LSG,Arun Jaitley,109,30.14,21
Jason Roy,183,29.12,148.92,4,DC,Eden Gardens,15,53.0,42
Shikhar Dhawan,59,49.21,158.49,2,DC,DY Patil,22,13.86,38
Shivam Dube,234,46.2,119.92,1,CSK,M. A. Chidambaram,63,85.38,73
Noor Ahmad,191,32.6,116.14,7,RCB,Narendra Modi,98,67.52,65
MS Dhoni,187,23.35,100.7,7,MI,Chinnaswamy,0,23.82,17
Venkatesh Iyer,263,51.92,115.55,6,DC,Wankhede,94,44.77,48
Devdutt Padikkal,83,52.42,144.72,3,PBKS,M. A. Chidambaram,81,74.63,65
Virat Kohli,114,52.7,120.25,4,CSK,Eden Gardens,31,45.71,53
Shivam Dube,263,35.05,147.46,4,PBKS,Chinnaswamy,34,79.42,54
Yashasvi Jaiswal,172,54.39,172.28,1,PBKS,Arun Jaitley,75,71.24,65
Venkatesh Iyer,204,49.88,147.54,1,CSK,Chinnaswamy,113,68.16,73
KL Rahul,16,52.18,116.06,5,GT,Chinnaswamy,8,40.81,61
Cameron Green,112,37.15,119.67,5,LSG,Chinnaswamy,76,81.63,58
Jitesh Sharma,217,38.08,107.97,6,LSG,Eden Gardens,25,38.97,44
Heinrich Klaasen,24,38.51,135.08,3,SRH,Arun Jaitley,91,73.1,66
Tim David,117,30.02,150.78,5,KKR,Wankhede,73,47.52,41
Sanju Samson,43,50.86,104.87,2,MI,Wankhede,4,11.1,31
Sai Sudharsan,74,48.46,169.22,3,PBKS,DY Patil,106,34.65,54
MS Dhoni,44,22.06,102.16,1,CSK,Arun Jaitley,18,54.66,45
Kyle Mayers,294,26.51,147.19,7,DC,Wankhede,16,54.63,33
Devon Conway,94,49.85,154.58,4,SRH,DY Patil,111,78.51,66
Pat Cummins,286,40.89,120.22,7,RCB,Narendra Modi,78,20.93,34
Virat Kohli,120,33.95,145.36,5,PBKS,Wankhede,84,45.21,41
Ben Stokes,152,41.99,118.09,7,PBKS,Eden Gardens,2,83.38,69
David Warner,277,43.83,131.74,6,RCB,M. A. Chidambaram,104,31.97,37
Quinton de Kock,204,42.32,166.07,1,CSK,Chinnaswamy,17,10.92,33
Shimron Hetmyer,29,28.14,168.66,4,CSK,DY Patil,55,14.37,36
Deepak Hooda,131,42.22,146.64,6,CSK,Chinnaswamy,11,80.84,61
Noor Ahmad,205,44.96,117.66,2,MI,Narendra Modi,77,31.02,47
Dawid Malan,62,41.79,148.57,5,DC,Wankhede,108,72.18,52
Yashasvi Jaiswal,286,39.74,119.31,5,RCB,Arun Jaitley,69,63.44,48
Josh Inglis,103,49.24,108.95,7,SRH,Chinnaswamy,19,10.52,25
Suryakumar Yadav,16,20.47,110.99,2,DC,DY Patil,86,34.27,32
Rinku Singh,147,41.97,175.26,3,SRH,Wankhede,80,15.67,32
Dinesh Karthik,256,22.11,128.0,2,DC,Wankhede,16,56.31,53
Josh Inglis,160,51.77,130.54,7,CSK,Arun Jaitley,113,63.65,67
Suryakumar Yadav,129,36.25,133.24,4,MI,Narendra Modi,109,60.53,43
Shikhar Dhawan,187,43.33,157.51,5,PBKS,Narendra Modi,3,10.22,18
Prithvi Shaw,278,34.24,163.71,3,LSG,Narendra Modi,88,42.79,41
Shikhar Dhawan,10,27.56,112.17,1,LSG,Eden Gardens,18,13.23,13
Shikhar Dhawan,55,34.65,105.02,5,SRH,Narendra Modi,87,55.45,37
Glenn Maxwell,159,52.7,154.41,6,SRH,Arun Jaitley,25,32.88,44
Jos Buttler,138,47.32,140.54,5,SRH,Narendra Modi,95,32.65,43
Andre Russell,137,32.05,142.2,2,SRH,Eden Gardens,41,51.45,51
David Miller,162,36.2,178.08,3,GT,Chinnaswamy,29,17.73,25
Shimron Hetmyer,125,28.65,151.22,5,RR,Arun Jaitley,13,56.42,54
Mayank Agarwal,67,50.49,106.43,2,GT,M. A. Chidambaram,8,59.38,66
Sanju Samson,149,40.61,137.17,6,PBKS,Chinnaswamy,30,68.0,44
Ajinkya Rahane,123,22.61,141.24,7,SRH,Wankhede,105,63.39,51
Quinton de Kock,272,53.33,117.89,3,RR,Eden Gardens,18,36.08,58
David Miller,99,46.88,142.5,6,GT,Arun Jaitley,38,18.04,39
Liam Livingstone,283,49.11,110.74,6,DC,DY Patil,38,50.04,64
Shimron Hetmyer,280,28.51,145.42,7,LSG,Wankhede,57,65.77,37
Abhishek Sharma,83,49.46,110.46,4,LSG,DY Patil,57,57.09,62
Rahmanullah Gurbaz,259,29.57,106.15,4,PBKS,M. A. Chidambaram,101,62.85,37
Harry Brook,72,30.11,155.15,2,KKR,Narendra Modi,8,87.48,51
Cameron Green,28,54.64,132.03,6,SRH,DY Patil,59,45.48,47
Rahmanullah Gurbaz,55,20.55,140.32,3,DC,DY Patil,77,78.81,44
Ishan Kishan,112,45.33,173.41,6,GT,DY Patil,120,73.19,66
David Miller,147,48.96,176.47,1,SRH,Eden Gardens,63,78.91,79
Ajinkya Rahane,118,35.39,178.41,7,PBKS,M. A. Chidambaram,23,32.82,49
Harry Brook,38,54.46,150.34,1,LSG,Eden Gardens,51,19.28,36
MS Dhoni,139,22.94,116.96,2,PBKS,Eden Gardens,29,88.31,60
Moeen Ali,118,36.29,163.52,6,PBKS,Wankhede,2,37.17,36
Jos Buttler,84,37.99,162.66,1,PBKS,M. A. Chidambaram,13,45.25,46
MS Dhoni,129,54.15,143.69,7,KKR,Arun Jaitley,118,25.09,44
Will Jacks,266,20.23,123.13,5,PBKS,Wankhede,9,13.35,28
Venkatesh Iyer,247,35.34,159.83,1,KKR,Arun Jaitley,55,22.21,31
Washington Sundar,29,20.32,116.89,6,KKR,Arun Jaitley,49,65.35,43
Riyan Parag,106,30.88,149.58,7,MI,DY Patil,102,78.7,59
Deepak Hooda,240,32.43,114.86,5,GT,Wankhede,57,47.02,52
Dinesh Karthik,65,38.45,108.21,6,RR,Chinnaswamy,106,81.63,56
Quinton de Kock,56,38.86,136.6,6,LSG,M. A. Chidambaram,78,73.52,69
Heinrich Klaasen,296,46.23,162.75,3,SRH,DY Patil,11,82.12,76
Rohit Sharma,147,31.57,164.38,7,SRH,M. A. Chidambaram,56,39.35,25
Marcus Stoinis,107,26.9,136.6,6,SRH,Eden Gardens,93,34.08,27
Hardik Pandya,57,21.15,136.21,7,DC,Eden Gardens,3,86.87,47
MS Dhoni,267,51.12,160.3,5,RCB,Chinnaswamy,46,49.38,56
David Miller,168,30.41,177.21,3,PBKS,Eden Gardens,66,72.94,62
Faf du Plessis,79,53.98,126.14,5,RCB,DY Patil,19,42.45,45
Noor Ahmad,219,43.32,169.51,1,SRH,Eden Gardens,57,45.32,38
Harry Brook,65,49.54,127.37,3,SRH,Wankhede,50,13.03,24
Shimron Hetmyer,199,47.21,176.39,4,RR,Arun Jaitley,21,26.14,33
KS Bharat,32,22.22,152.55,4,CSK,DY Patil,19,85.95,58
Noor Ahmad,12,41.86,119.82,4,LSG,Eden Gardens,13,76.51,71
Ajinkya Rahane,15,43.87,163.51,1,DC,Narendra Modi,43,69.93,49
Devon Conway,106,50.52,132.12,3,GT,Chinnaswamy,91,80.62,62
Kyle Mayers,53,35.81,144.28,5,PBKS,Chinnaswamy,25,49.89,54
Deepak Hooda,268,30.42,141.88,1,CSK,Wankhede,23,24.59,20
Matthew Wade,87,25.14,172.44,7,CSK,Eden Gardens,90,71.79,49
Suryakumar Yadav,209,48.21,101.68,4,CSK,Chinnaswamy,107,42.0,43
Kyle Mayers,144,34.72,164.2,4,CSK,Wankhede,33,21.15,39
Shahrukh Khan,71,23.3,144.71,5,RCB,Chinnaswamy,67,62.36,51
Matthew Wade,72,39.85,147.84,4,MI,M. A. Chidambaram,15,57.34,50
Sarfaraz Khan,113,52.8,143.53,1,RR,M. A. Chidambaram,39,84.13,78
Pat Cummins,51,32.25,170.12,3,DC,Chinnaswamy,6,46.03,44
David Miller,206,29.54,166.28,3,PBKS,Arun Jaitley,41,28.17,31
Deepak Hooda,15,20.77,155.24,5,KKR,Chinnaswamy,19,68.04,40
Noor Ahmad,118,45.02,150.67,7,CSK,Narendra Modi,99,27.03,37
Deepak Hooda,34,39.68,111.84,4,DC,M. A. Chidambaram,75,87.34,79
Rahul Tripathi,27,29.97,148.0,4,CSK,Chinnaswamy,21,41.59,29
Kyle Mayers,18,44.76,110.54,1,RR,Wankhede,24,89.02,78
Manish Pandey,268,26.98,117.76,4,PBKS,M. A. Chidambaram,100,20.21,14
Yashasvi Jaiswal,179,24.45,127.25,1,RCB,Arun Jaitley,88,30.81,40
Suryakumar Yadav,94,31.97,176.09,4,CSK,Wankhede,6,38.34,42
Ajinkya Rahane,275,34.15,141.33,1,RCB,Narendra Modi,61,41.15,34
Cameron Green,187,52.27,111.81,2,GT,Eden Gardens,45,30.42,55
Will Jacks,35,22.8,106.06,3,KKR,M. A. Chidambaram,27,43.83,32
Virat Kohli,169,28.54,176.92,7,CSK,Wankhede,103,40.35,48
Harry Brook,123,48.57,129.62,4,PBKS,DY Patil,45,45.82,49
Kyle Mayers,142,20.18,176.02,2,GT,M. A. Chidambaram,105,48.89,37
Shreyas Iyer,166,38.2,171.82,1,SRH,Arun Jaitley,32,58.39,40
Washington Sundar,183,24.45,109.56,6,CSK,Wankhede,90,25.83,36
Sai Sudharsan,56,27.09,142.91,3,LSG,Eden Gardens,11,71.46,61
Prithvi Shaw,129,38.27,115.51,1,RR,Eden Gardens,65,14.71,37
Rohit Sharma,52,26.91,133.23,6,CSK,M. A. Chidambaram,48,20.37,18
Rilee Rossouw,195,36.84,139.62,3,KKR,Eden Gardens,63,31.16,32
Chetan Sakariya,49,23.6,125.81,4,KKR,Arun Jaitley,35,84.61,61
Harry Brook,61,33.79,111.66,3,GT,Eden Gardens,51,17.64,17
Faf du Plessis,10,26.78,119.27,3,RCB,M. A. Chidambaram,68,41.24,48
Travis Head,252,54.55,136.19,2,DC,DY Patil,82,21.99,30
Venkatesh Iyer,10,44.52,112.93,1,GT,Eden Gardens,58,87.28,74
Liam Livingstone,31,48.4,129.78,4,RR,Wankhede,70,71.22,67
Nitish Rana,298,39.11,152.99,4,GT,M. A. Chidambaram,37,50.25,56
Rahul Tripathi,186,27.61,118.89,6,KKR,M. A. Chidambaram,75,60.23,35
Matthew Wade,234,40.19,169.73,4,CSK,DY Patil,117,62.32,45
Jason Roy,80,30.08,123.68,2,RCB,Eden Gardens,21,41.45,50
Ajinkya Rahane,233,29.19,137.45,5,RR,Wankhede,46,83.7,69
Jonny Bairstow,161,50.53,109.64,1,PBKS,Arun Jaitley,20,55.82,52
Deepak Hooda,273,25.19,123.84,2,LSG,Eden Gardens,47,18.15,36
